,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
4/13/2017,'000012,国债指数,160.4966,160.4974,160.4408,160.4519,160.437,0.0596,0.0371,151067,154398822
4/12/2017,'000012,国债指数,160.437,160.4595,160.4215,160.451,160.4366,0.0004,0.0002,121335,124097190
4/11/2017,'000012,国债指数,160.4366,160.4757,160.4061,160.4757,160.4608,-0.0242,-0.0151,163845,164723125
4/10/2017,'000012,国债指数,160.4608,160.4632,160.3887,160.4183,160.3736,0.0872,0.0544,111807,113807110
4/7/2017,'000012,国债指数,160.3736,160.3866,160.3194,160.3222,160.3072,0.0664,0.0414,193576,195663026
4/6/2017,'000012,国债指数,160.3072,160.3092,160.1779,160.2805,160.2658,0.0414,0.0258,85909,87804075
4/5/2017,'000012,国债指数,160.2658,160.2972,160.2489,160.2539,160.1795,0.0863,0.0539,167048,167984614
3/31/2017,'000012,国债指数,160.1795,160.1928,160.1382,160.1799,160.1668,0.0127,0.0079,75004,75541168
3/30/2017,'000012,国债指数,160.1668,160.1881,160.1609,160.1789,160.1639,0.0029,0.0018,53543,53133049
3/29/2017,'000012,国债指数,160.1639,160.167,160.1005,160.1122,160.0975,0.0664,0.0415,329012,331843559
3/28/2017,'000012,国债指数,160.0975,160.185,160.045,160.178,160.1628,-0.0653,-0.0408,278707,282428078
3/27/2017,'000012,国债指数,160.1628,160.1665,160.0766,160.1361,160.0914,0.0714,0.0446,394979,397658773
3/24/2017,'000012,国债指数,160.0914,160.0932,160.0011,160.0514,160.0365,0.0549,0.0343,271316,275878756
3/23/2017,'000012,国债指数,160.0365,160.0393,159.9701,160.0237,160.0088,0.0277,0.0173,146222,145348346
3/22/2017,'000012,国债指数,160.0088,160.0538,159.9909,160.0485,160.0336,-0.0248,-0.0155,278381,279834918
3/21/2017,'000012,国债指数,160.0336,160.0613,160.0223,160.0416,160.0267,0.0069,0.0043,111542,111092831
3/20/2017,'000012,国债指数,160.0267,160.0654,159.9708,160.037,159.993,0.0337,0.0211,146692,149000182
3/17/2017,'000012,国债指数,159.993,160.1003,159.9832,160.0978,160.0829,-0.0899,-0.0562,73498,73916846
3/16/2017,'000012,国债指数,160.0829,160.1087,160.0717,160.0912,160.0763,0.0066,0.0041,372023,371696540
3/15/2017,'000012,国债指数,160.0763,160.1064,160.0402,160.1046,160.0897,-0.0134,-0.0084,60687,62035631
3/14/2017,'000012,国债指数,160.0897,160.0934,160.0803,160.0871,160.0722,0.0175,0.0109,232406,236893059
3/13/2017,'000012,国债指数,160.0722,160.0725,160.0005,160.0712,160.0265,0.0457,0.0286,199410,197383715
3/10/2017,'000012,国债指数,160.0265,160.0515,160.0248,160.047,160.0322,-0.0057,-0.0036,149055,149234757
3/9/2017,'000012,国债指数,160.0322,160.0805,160.0296,160.0805,160.0656,-0.0334,-0.0209,230721,235065519
3/8/2017,'000012,国债指数,160.0656,160.076,160.0622,160.0623,160.0472,0.0184,0.0115,115516,116731937
3/7/2017,'000012,国债指数,160.0472,160.0721,160.036,160.0406,160.0257,0.0215,0.0134,292596,300465574
3/6/2017,'000012,国债指数,160.0257,160.0517,159.9982,160.0517,160.007,0.0187,0.0117,163600,165034158
3/3/2017,'000012,国债指数,160.007,160.018,159.9848,160.009,159.9942,0.0128,0.008,111050,112280647
3/2/2017,'000012,国债指数,159.9942,160.0316,159.9938,160.0274,160.0127,-0.0185,-0.0116,165036,167461956
3/1/2017,'000012,国债指数,160.0127,160.056,160.0121,160.0368,160.022,-0.0093,-0.0058,228238,231338167
2/28/2017,'000012,国债指数,160.022,160.0383,160.0048,160.0383,160.0231,-0.0011,-0.0007,210283,211421699
2/27/2017,'000012,国债指数,160.0231,160.0369,159.9603,159.9722,159.9275,0.0956,0.0598,144677,145874783
2/24/2017,'000012,国债指数,159.9275,159.9573,159.8747,159.9463,159.9315,-0.004,-0.0025,171929,173660558
2/23/2017,'000012,国债指数,159.9315,159.9792,159.9172,159.9581,159.9431,-0.0116,-0.0073,200041,202027723
2/22/2017,'000012,国债指数,159.9431,159.9589,159.886,159.8944,159.8795,0.0636,0.0398,437097,436154588
2/21/2017,'000012,国债指数,159.8795,159.9007,159.8369,159.8888,159.8737,0.0058,0.0036,385064,388109721
2/20/2017,'000012,国债指数,159.8737,159.8737,159.7042,159.7778,159.7327,0.141,0.0883,443156,447362146
2/17/2017,'000012,国债指数,159.7327,159.8351,159.7078,159.7254,159.7105,0.0222,0.0139,587513,600659446
2/16/2017,'000012,国债指数,159.7105,159.7307,159.6772,159.7263,159.7119,-0.0014,-0.0009,128296,128490352
2/15/2017,'000012,国债指数,159.7119,159.7889,159.7119,159.771,159.7561,-0.0442,-0.0277,458260,464674523
2/14/2017,'000012,国债指数,159.7561,159.7805,159.7493,159.7752,159.7607,-0.0046,-0.0029,209582,212526845
2/13/2017,'000012,国债指数,159.7607,159.7777,159.7113,159.7635,159.7209,0.0398,0.0249,199153,197859168
2/10/2017,'000012,国债指数,159.7209,159.74,159.6344,159.74,159.7251,-0.0042,-0.0026,121281,119958144
2/9/2017,'000012,国债指数,159.7251,159.7433,159.6612,159.6954,159.6805,0.0446,0.0279,284916,288811514
2/8/2017,'000012,国债指数,159.6805,159.6938,159.6231,159.6734,159.6587,0.0218,0.0137,290853,289603684
2/7/2017,'000012,国债指数,159.6587,159.8002,159.6213,159.7693,159.7545,-0.0958,-0.06,230274,229691300
2/6/2017,'000012,国债指数,159.7545,159.8479,159.7136,159.8476,159.8026,-0.0481,-0.0301,282650,287471981
2/3/2017,'000012,国债指数,159.8026,159.8489,159.7852,159.8244,159.7056,0.097,0.0607,219938,225815324
1/26/2017,'000012,国债指数,159.7056,159.7084,159.6223,159.6742,159.6595,0.0461,0.0289,40878,40741722
1/25/2017,'000012,国债指数,159.6595,159.7755,159.6572,159.7755,159.7605,-0.101,-0.0632,233383,238337813
1/24/2017,'000012,国债指数,159.7605,159.7614,159.7013,159.7093,159.6651,0.0954,0.0598,229780,234816998
1/23/2017,'000012,国债指数,159.6651,159.7283,159.6651,159.726,159.6814,-0.0163,-0.0102,87782,89136031
1/20/2017,'000012,国债指数,159.6814,159.6814,159.637,159.6443,159.6295,0.0519,0.0325,139416,141402119
1/19/2017,'000012,国债指数,159.6295,159.6492,159.625,159.6492,159.6343,-0.0048,-0.003,181408,186371422
1/18/2017,'000012,国债指数,159.6343,159.6424,159.6285,159.6337,159.619,0.0153,0.0096,120842,123095637
1/17/2017,'000012,国债指数,159.619,159.7252,159.5909,159.7245,159.7178,-0.0988,-0.0619,309144,318723438
1/16/2017,'000012,国债指数,159.7178,159.7188,159.6785,159.7152,159.6707,0.0471,0.0295,219645,224650148
1/13/2017,'000012,国债指数,159.6707,159.7178,159.668,159.7142,159.6993,-0.0286,-0.0179,231952,240082851
1/12/2017,'000012,国债指数,159.6993,159.7005,159.6611,159.6718,159.657,0.0423,0.0265,97248,100362322
1/11/2017,'000012,国债指数,159.657,159.7357,159.6229,159.7322,159.7174,-0.0604,-0.0378,144811,149843574
1/10/2017,'000012,国债指数,159.7174,159.8007,159.7067,159.7457,159.7308,-0.0134,-0.0084,349050,363356665
1/9/2017,'000012,国债指数,159.7308,159.7641,159.7054,159.7054,159.6609,0.0699,0.0438,590137,613009089
1/6/2017,'000012,国债指数,159.6609,159.737,159.6476,159.6886,159.6737,-0.0128,-0.008,337849,345502573
1/5/2017,'000012,国债指数,159.6737,159.7602,159.6511,159.7413,159.7265,-0.0528,-0.0331,346374,353995210
1/4/2017,'000012,国债指数,159.7265,159.7477,159.6985,159.7264,159.7115,0.015,0.0094,238032,244800519
1/3/2017,'000012,国债指数,159.7115,159.8808,159.6771,159.85,159.7851,-0.0736,-0.0461,270725,278421641
12/30/2016,'000012,国债指数,159.7851,159.8219,159.6541,159.6879,159.6724,0.1127,0.0706,369773,378871582
12/29/2016,'000012,国债指数,159.6724,159.6826,159.5249,159.5249,159.5105,0.1619,0.1015,350936,362034920
12/28/2016,'000012,国债指数,159.5105,159.7566,159.4946,159.7559,159.7412,-0.2307,-0.1444,562718,575697185
12/27/2016,'000012,国债指数,159.7412,159.9017,159.6383,159.8671,159.8522,-0.111,-0.0694,731486,749389808
12/26/2016,'000012,国债指数,159.8522,159.8859,159.7458,159.8289,159.7842,0.068,0.0426,634986,650572507
12/23/2016,'000012,国债指数,159.7842,159.7915,159.6927,159.7295,159.7158,0.0684,0.0428,899710,919454778
12/22/2016,'000012,国债指数,159.7158,159.717,159.5458,159.5464,159.5329,0.1829,0.1146,705271,718103331
12/21/2016,'000012,国债指数,159.5329,159.582,159.5018,159.5049,159.4901,0.0428,0.0268,810114,820057370
12/20/2016,'000012,国债指数,159.4901,159.6271,159.3738,159.5868,159.5738,-0.0837,-0.0525,726925,736464868
12/19/2016,'000012,国债指数,159.5738,159.656,159.5421,159.6262,159.5861,-0.0123,-0.0077,724217,732355931
12/16/2016,'000012,国债指数,159.5861,159.6552,159.5035,159.6348,159.6201,-0.034,-0.0213,793657,803332638
12/15/2016,'000012,国债指数,159.6201,159.9602,159.577,159.9602,159.9454,-0.3253,-0.2034,1033189,1061649879
12/14/2016,'000012,国债指数,159.9454,160.0457,159.9226,160.0255,160.0106,-0.0652,-0.0407,323388,332444423
12/13/2016,'000012,国债指数,160.0106,160.1191,159.9638,160.1191,160.1043,-0.0937,-0.0585,595249,613996987
12/12/2016,'000012,国债指数,160.1043,160.3026,160.0639,160.3026,160.2557,-0.1514,-0.0945,367935,374181132
12/9/2016,'000012,国债指数,160.2557,160.3339,160.2044,160.3339,160.3191,-0.0634,-0.0395,140906,145831715
12/8/2016,'000012,国债指数,160.3191,160.3387,160.2945,160.2999,160.278,0.0411,0.0256,353454,365594152
12/7/2016,'000012,国债指数,160.278,160.3321,160.278,160.31,160.2951,-0.0171,-0.0107,203338,209304596
12/6/2016,'000012,国债指数,160.2951,160.4271,160.2681,160.4271,160.4122,-0.1171,-0.073,387803,403700256
12/5/2016,'000012,国债指数,160.4122,160.4502,160.4118,160.4394,160.3952,0.017,0.0106,128147,134031435
12/2/2016,'000012,国债指数,160.3952,160.4157,160.3689,160.3751,160.3585,0.0367,0.0229,339339,353942628
12/1/2016,'000012,国债指数,160.3585,160.3889,160.2969,160.3766,160.3618,-0.0033,-0.0021,388810,406300629
11/30/2016,'000012,国债指数,160.3618,160.5809,160.3521,160.5766,160.5619,-0.2001,-0.1246,1777122,1789116157
11/29/2016,'000012,国债指数,160.5619,160.6569,160.5609,160.6539,160.6391,-0.0772,-0.0481,233446,245315978
11/28/2016,'000012,国债指数,160.6391,160.7263,160.6331,160.6943,160.65,-0.0109,-0.0068,207047,216811778
11/25/2016,'000012,国债指数,160.65,160.7395,160.65,160.7395,160.7246,-0.0746,-0.0464,283849,295476725
11/24/2016,'000012,国债指数,160.7246,160.7502,160.7046,160.7502,160.7266,-0.002,-0.0012,237469,248685526
11/23/2016,'000012,国债指数,160.7266,160.7497,160.676,160.6817,160.6668,0.0598,0.0372,229672,238351905
11/22/2016,'000012,国债指数,160.6668,160.7075,160.6509,160.6922,160.6776,-0.0108,-0.0067,214229,221966973
11/21/2016,'000012,国债指数,160.6776,160.6807,160.6559,160.6794,160.6348,0.0428,0.0266,48177,50504727
11/18/2016,'000012,国债指数,160.6348,160.6818,160.6193,160.6488,160.6303,0.0045,0.0028,402268,422392914
11/17/2016,'000012,国债指数,160.6303,160.7657,160.6044,160.7657,160.7508,-0.1205,-0.075,492191,510364712
11/16/2016,'000012,国债指数,160.7508,160.7637,160.7097,160.7242,160.7094,0.0414,0.0258,152672,160636846
11/15/2016,'000012,国债指数,160.7094,160.8134,160.6964,160.7939,160.7791,-0.0697,-0.0434,468646,493909124
11/14/2016,'000012,国债指数,160.7791,160.8208,160.7711,160.8107,160.7662,0.0129,0.008,307463,327700483
11/11/2016,'000012,国债指数,160.7662,160.8103,160.7618,160.8071,160.7922,-0.026,-0.0162,201468,214411840
11/10/2016,'000012,国债指数,160.7922,160.8346,160.7791,160.8346,160.8207,-0.0285,-0.0177,319328,338722822
11/9/2016,'000012,国债指数,160.8207,160.8325,160.8029,160.8048,160.7874,0.0333,0.0207,201468,214514025
11/8/2016,'000012,国债指数,160.7874,160.8283,160.7495,160.7917,160.7716,0.0158,0.0098,265998,282591918
11/7/2016,'000012,国债指数,160.7716,160.8624,160.7643,160.8624,160.8177,-0.0461,-0.0287,323798,341304494
11/4/2016,'000012,国债指数,160.8177,160.8211,160.7782,160.802,160.7871,0.0306,0.019,227044,243857420
11/3/2016,'000012,国债指数,160.7871,160.7932,160.7189,160.7352,160.7203,0.0668,0.0416,654293,703283489
11/2/2016,'000012,国债指数,160.7203,160.7529,160.719,160.73,160.7151,0.0052,0.0032,166896,175745079
11/1/2016,'000012,国债指数,160.7151,160.7372,160.6909,160.7372,160.7224,-0.0073,-0.0045,145041,153912170
10/31/2016,'000012,国债指数,160.7224,160.759,160.7159,160.759,160.7143,0.0081,0.005,432687,463738407
10/28/2016,'000012,国债指数,160.7143,160.7167,160.6847,160.6856,160.6707,0.0436,0.0271,166107,179914521
10/27/2016,'000012,国债指数,160.6707,160.6779,160.5908,160.6677,160.6529,0.0178,0.0111,528538,566739028
10/26/2016,'000012,国债指数,160.6529,160.6906,160.6481,160.6853,160.6704,-0.0175,-0.0109,366646,392510773
10/25/2016,'000012,国债指数,160.6704,160.6798,160.6627,160.6761,160.6613,0.0091,0.0057,154167,164533430
10/24/2016,'000012,国债指数,160.6613,160.7263,160.6067,160.7106,160.6657,-0.0044,-0.0027,188507,201765183
10/21/2016,'000012,国债指数,160.6657,160.6699,160.5789,160.5804,160.5645,0.1012,0.063,390649,419937454
10/20/2016,'000012,国债指数,160.5645,160.5663,160.3964,160.397,160.3823,0.1822,0.1136,381425,413838375
10/19/2016,'000012,国债指数,160.3823,160.3932,160.1384,160.1459,160.1314,0.2509,0.1567,591598,631106903
10/18/2016,'000012,国债指数,160.1314,160.1384,160.0922,160.1004,160.0854,0.046,0.0287,158247,166071776
10/17/2016,'000012,国债指数,160.0854,160.0909,160.0606,160.0738,160.0301,0.0553,0.0346,126345,132678219
10/14/2016,'000012,国债指数,160.0301,160.0301,159.9598,160.0032,159.9891,0.041,0.0256,315954,340346611
10/13/2016,'000012,国债指数,159.9891,160.0058,159.9483,159.9852,159.9703,0.0188,0.0118,178613,190573244
10/12/2016,'000012,国债指数,159.9703,159.9841,159.94,159.9805,159.9656,0.0047,0.0029,369167,391144546
10/11/2016,'000012,国债指数,159.9656,159.9656,159.9316,159.945,159.9301,0.0355,0.0222,401922,426128158
10/10/2016,'000012,国债指数,159.9301,159.9317,159.8639,159.8759,159.7275,0.2026,0.1268,484136,506320866
9/30/2016,'000012,国债指数,159.7275,159.7542,159.6891,159.6906,159.676,0.0515,0.0323,106946,112742280
9/29/2016,'000012,国债指数,159.676,159.6796,159.619,159.6275,159.6126,0.0634,0.0397,213902,226734474
9/28/2016,'000012,国债指数,159.6126,159.6433,159.6005,159.6384,159.6234,-0.0108,-0.0068,234967,245533637
9/27/2016,'000012,国债指数,159.6234,159.6425,159.6225,159.6297,159.6141,0.0093,0.0058,145503,153144065
9/26/2016,'000012,国债指数,159.6141,159.6185,159.5666,159.6086,159.5646,0.0495,0.031,229703,243046703
9/23/2016,'000012,国债指数,159.5646,159.5889,159.5294,159.5429,159.528,0.0366,0.0229,296742,314443547
9/22/2016,'000012,国债指数,159.528,159.534,159.5136,159.5148,159.4995,0.0285,0.0179,184820,191649029
9/21/2016,'000012,国债指数,159.4995,159.5005,159.464,159.4644,159.4494,0.0501,0.0314,182095,189435921
9/20/2016,'000012,国债指数,159.4494,159.4567,159.405,159.4092,159.3943,0.0551,0.0346,331221,344770859
9/19/2016,'000012,国债指数,159.3943,159.5023,159.3681,159.5023,159.4276,-0.0333,-0.0209,101353,106604479
9/14/2016,'000012,国债指数,159.4276,159.4276,159.4026,159.4082,159.3951,0.0325,0.0204,115929,122577948
9/13/2016,'000012,国债指数,159.3951,159.3956,159.3603,159.3742,159.3592,0.0359,0.0225,345962,361538704
9/12/2016,'000012,国债指数,159.3592,159.3769,159.3112,159.3768,159.3319,0.0273,0.0171,134326,142184886
9/9/2016,'000012,国债指数,159.3319,159.3336,159.2769,159.2906,159.276,0.0559,0.0351,165542,174919394
9/8/2016,'000012,国债指数,159.276,159.2928,159.2373,159.2465,159.2315,0.0445,0.0279,152211,156404824
9/7/2016,'000012,国债指数,159.2315,159.2952,159.1957,159.2707,159.2558,-0.0243,-0.0153,216970,226371845
9/6/2016,'000012,国债指数,159.2558,159.2867,159.2539,159.2784,159.2634,-0.0076,-0.0048,111284,116515575
9/5/2016,'000012,国债指数,159.2634,159.2854,159.2423,159.2811,159.2363,0.0271,0.017,144420,148621392
9/2/2016,'000012,国债指数,159.2363,159.2382,159.203,159.2347,159.2202,0.0161,0.0101,271719,281170251
9/1/2016,'000012,国债指数,159.2202,159.234,159.1968,159.2334,159.2185,0.0017,0.0011,238700,253656117
8/31/2016,'000012,国债指数,159.2185,159.2198,159.1855,159.2101,159.1953,0.0232,0.0146,392800,417581474
8/30/2016,'000012,国债指数,159.1953,159.2456,159.1908,159.2452,159.2302,-0.0349,-0.0219,453802,464887085
8/29/2016,'000012,国债指数,159.2302,159.2549,159.2256,159.2549,159.2128,0.0174,0.0109,100314,105841249
8/26/2016,'000012,国债指数,159.2128,159.2135,159.175,159.1986,159.1836,0.0292,0.0183,170355,178850934
8/25/2016,'000012,国债指数,159.1836,159.2372,159.1481,159.1658,159.1521,0.0315,0.0198,515850,538922005
8/24/2016,'000012,国债指数,159.1521,159.217,159.1357,159.2169,159.202,-0.0499,-0.0313,209636,221403134
8/23/2016,'000012,国债指数,159.202,159.219,159.1802,159.1899,159.175,0.027,0.017,289456,300878272
8/22/2016,'000012,国债指数,159.175,159.2555,159.146,159.253,159.2084,-0.0334,-0.021,201268,213025176
8/19/2016,'000012,国债指数,159.2084,159.2276,159.1951,159.2276,159.2125,-0.0041,-0.0026,206598,221259673
8/18/2016,'000012,国债指数,159.2125,159.2183,159.1692,159.2065,159.1921,0.0204,0.0128,686046,708275405
8/17/2016,'000012,国债指数,159.1921,159.2155,159.1598,159.2145,159.1992,-0.0071,-0.0045,248357,265147948
8/16/2016,'000012,国债指数,159.1992,159.2056,159.146,159.1698,159.1558,0.0434,0.0273,323320,343622499
8/15/2016,'000012,国债指数,159.1558,159.1808,159.0571,159.1088,159.0645,0.0913,0.0574,293556,313267276
8/12/2016,'000012,国债指数,159.0645,159.0645,158.9821,158.9865,158.9715,0.093,0.0585,281574,299535275
8/11/2016,'000012,国债指数,158.9715,158.9737,158.9222,158.9399,158.9249,0.0466,0.0293,267597,282046359
8/10/2016,'000012,国债指数,158.9249,158.9278,158.8435,158.85,158.835,0.0899,0.0566,597982,629937494
8/9/2016,'000012,国债指数,158.835,158.8356,158.7125,158.716,158.701,0.134,0.0844,475996,506808795
8/8/2016,'000012,国债指数,158.701,158.7011,158.6338,158.636,158.5911,0.1099,0.0693,200339,213851647
8/5/2016,'000012,国债指数,158.5911,158.6581,158.5865,158.6318,158.6168,-0.0257,-0.0162,124617,130290093
8/4/2016,'000012,国债指数,158.6168,158.6224,158.5115,158.5885,158.5727,0.0441,0.0278,185257,198304404
8/3/2016,'000012,国债指数,158.5727,158.573,158.5499,158.5596,158.5446,0.0281,0.0177,138962,147760637
8/2/2016,'000012,国债指数,158.5446,158.5448,158.5154,158.5249,158.5099,0.0347,0.0219,109539,115339402
8/1/2016,'000012,国债指数,158.5099,158.5141,158.4513,158.4885,158.4441,0.0658,0.0415,345650,356319634
7/29/2016,'000012,国债指数,158.4441,158.4479,158.387,158.4027,158.3884,0.0557,0.0352,354198,364105379
7/28/2016,'000012,国债指数,158.3884,158.3906,158.3594,158.3654,158.3503,0.0381,0.0241,219040,230962538
7/27/2016,'000012,国债指数,158.3503,158.3623,158.346,158.3545,158.3376,0.0127,0.008,251700,266384868
7/26/2016,'000012,国债指数,158.3376,158.3471,158.3315,158.3463,158.3313,0.0063,0.004,144914,154585080
7/25/2016,'000012,国债指数,158.3313,158.3398,158.3161,158.3398,158.2952,0.0361,0.0228,306358,317000675
7/22/2016,'000012,国债指数,158.2952,158.3026,158.2613,158.2977,158.2825,0.0127,0.008,282212,290404151
7/21/2016,'000012,国债指数,158.2825,158.2897,158.1976,158.2011,158.1822,0.1003,0.0634,395595,412497083
7/20/2016,'000012,国债指数,158.1822,158.1868,158.1256,158.1266,158.1118,0.0704,0.0445,521343,539860477
7/19/2016,'000012,国债指数,158.1118,158.1118,158.0852,158.0902,158.0751,0.0367,0.0232,414135,428367581
7/18/2016,'000012,国债指数,158.0751,158.0854,158.0713,158.0739,158.0293,0.0458,0.029,106965,110699375
7/15/2016,'000012,国债指数,158.0293,158.0562,158.0237,158.0369,158.0219,0.0074,0.0047,383232,401180865
7/14/2016,'000012,国债指数,158.0219,158.0279,158.0176,158.0279,158.0129,0.009,0.0057,289974,307516791
